1001,3.64E-06,3.24E-06,Decent_Best_run1,Decent_Average_run1
1001,4.29E-06,3.92E-06,5.50E-06,4.95E-06
1000,4.29E-06,3.93E-06,5.50E-06,4.94E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.96E-06
1000,4.29E-06,3.92E-06,5.50E-06,4.96E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.95E-06
1000,4.29E-06,3.92E-06,5.50E-06,4.95E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.96E-06
1000,4.29E-06,3.93E-06,5.50E-06,4.95E-06
1001,4.29E-06,3.92E-06,5.50E-06,4.95E-06
1000,4.29E-06,3.93E-06,5.50E-06,4.95E-06
1001,4.29E-06,3.92E-06,5.50E-06,4.95E-06
1000,4.29E-06,3.93E-06,5.50E-06,4.96E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.95E-06
1000,4.29E-06,3.92E-06,5.50E-06,4.95E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.95E-06
1000,4.29E-06,3.92E-06,5.50E-06,4.95E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.95E-06
1000,4.29E-06,3.92E-06,5.50E-06,4.96E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.95E-06
1000,4.29E-06,3.93E-06,5.50E-06,4.95E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.96E-06
1000,4.29E-06,3.92E-06,5.50E-06,4.95E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.96E-06
1000,4.29E-06,3.93E-06,5.50E-06,4.96E-06
1001,4.29E-06,3.93E-06,5.50E-06,4.96E-06
1000,4.29E-06,3.93E-06,5.52E-06,4.96E-06
1001,4.29E-06,3.93E-06,5.52E-06,4.96E-06
1000,4.29E-06,3.93E-06,5.52E-06,4.97E-06
1001,4.29E-06,3.93E-06,5.52E-06,4.97E-06
1000,4.29E-06,3.93E-06,5.52E-06,4.97E-06
1001,4.29E-06,3.93E-06,5.52E-06,4.97E-06
1000,4.29E-06,3.92E-06,5.52E-06,4.97E-06
1001,4.29E-06,3.93E-06,5.52E-06,4.97E-06
1000,4.29E-06,3.94E-06,5.52E-06,4.97E-06
1001,4.29E-06,3.93E-06,5.52E-06,4.98E-06
1000,4.29E-06,3.93E-06,5.52E-06,4.97E-06
1001,4.29E-06,3.93E-06,5.52E-06,4.98E-06
1000,4.29E-06,3.94E-06,5.52E-06,4.98E-06
1001,4.29E-06,3.93E-06,5.52E-06,4.98E-06
1000,4.29E-06,3.93E-06,5.53E-06,4.97E-06
1001,4.29E-06,3.93E-06,5.53E-06,4.98E-06
1000,4.29E-06,3.93E-06,5.53E-06,4.98E-06
1001,4.29E-06,3.94E-06,5.53E-06,4.98E-06
1000,4.29E-06,3.94E-06,5.53E-06,4.98E-06
1001,4.29E-06,3.94E-06,5.53E-06,4.97E-06
1000,4.29E-06,3.93E-06,5.53E-06,4.99E-06
1001,4.29E-06,3.94E-06,5.53E-06,4.99E-06
1000,4.29E-06,3.93E-06,5.53E-06,4.98E-06
1001,4.29E-06,3.94E-06,5.53E-06,4.98E-06
1000,4.29E-06,3.94E-06,5.53E-06,4.99E-06
1001,4.29E-06,3.94E-06,5.53E-06,4.99E-06
1000,4.29E-06,3.94E-06,5.53E-06,4.99E-06
1001,4.29E-06,3.94E-06,5.53E-06,4.99E-06
1000,4.29E-06,3.94E-06,5.53E-06,5.00E-06
1001,4.29E-06,3.94E-06,5.53E-06,5.00E-06
1000,4.29E-06,3.95E-06,5.53E-06,4.99E-06
1001,4.29E-06,3.95E-06,5.53E-06,5.00E-06
1000,4.29E-06,3.95E-06,5.53E-06,4.99E-06
1001,4.29E-06,3.94E-06,5.53E-06,4.99E-06
1000,4.29E-06,3.94E-06,5.53E-06,5.01E-06
1001,4.29E-06,3.94E-06,5.53E-06,4.99E-06
1000,4.29E-06,3.95E-06,5.53E-06,5.00E-06
1001,4.29E-06,3.95E-06,5.53E-06,5.00E-06
1000,4.29E-06,3.95E-06,5.53E-06,5.00E-06
1001,4.29E-06,3.94E-06,5.53E-06,5.00E-06
1000,4.29E-06,3.95E-06,5.53E-06,5.00E-06
1001,4.29E-06,3.95E-06,5.53E-06,5.01E-06
1000,4.29E-06,3.94E-06,5.53E-06,5.00E-06
1001,4.29E-06,3.94E-06,5.53E-06,5.00E-06
1000,4.29E-06,3.95E-06,5.53E-06,4.99E-06
1001,4.29E-06,3.95E-06,5.53E-06,4.99E-06
1000,4.29E-06,3.95E-06,5.54E-06,5.00E-06
1001,4.29E-06,3.95E-06,5.54E-06,5.01E-06
1000,4.29E-06,3.95E-06,5.54E-06,5.01E-06
1001,4.29E-06,3.95E-06,5.55E-06,5.00E-06
1000,4.29E-06,3.94E-06,5.55E-06,5.01E-06
1001,4.29E-06,3.94E-06,5.55E-06,5.01E-06
1000,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1001,4.29E-06,3.94E-06,5.55E-06,5.01E-06
1000,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1001,4.29E-06,3.96E-06,5.55E-06,5.01E-06
1000,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1001,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1000,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1001,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1000,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1001,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1000,4.29E-06,3.95E-06,5.55E-06,5.02E-06
1001,4.29E-06,3.95E-06,5.55E-06,5.02E-06
1000,4.29E-06,3.95E-06,5.55E-06,5.03E-06
1001,4.29E-06,3.95E-06,5.55E-06,5.01E-06
1000,4.29E-06,3.95E-06,5.55E-06,5.02E-06
1001,4.29E-06,3.95E-06,5.56E-06,5.02E-06
1000,4.29E-06,3.94E-06,5.56E-06,5.02E-06
1001,4.29E-06,3.95E-06,5.56E-06,5.02E-06
1000,4.29E-06,3.95E-06,5.56E-06,5.04E-06
1001,4.29E-06,3.95E-06,5.56E-06,5.04E-06
1000,4.29E-06,3.94E-06,5.57E-06,5.03E-06
1001,4.29E-06,3.95E-06,5.57E-06,5.05E-06
1000,4.29E-06,3.95E-06,5.57E-06,5.04E-06
1001,4.29E-06,3.95E-06,5.57E-06,5.04E-06
1000,4.29E-06,3.95E-06,5.57E-06,5.03E-06
1001,4.29E-06,3.95E-06,5.57E-06,5.04E-06
1000,4.29E-06,3.94E-06,5.58E-06,5.04E-06
1001,4.29E-06,3.95E-06,5.58E-06,5.06E-06
1000,4.29E-06,3.95E-06,5.58E-06,5.05E-06
1001,4.29E-06,3.95E-06,5.58E-06,5.05E-06
1000,4.29E-06,3.95E-06,5.58E-06,5.04E-06
1001,4.29E-06,3.95E-06,5.58E-06,5.06E-06
1000,4.29E-06,3.95E-06,5.58E-06,5.06E-06
1001,4.29E-06,3.95E-06,5.58E-06,5.05E-06
1000,4.29E-06,3.95E-06,5.58E-06,5.06E-06
1001,4.29E-06,3.95E-06,5.58E-06,5.05E-06
1000,4.29E-06,3.96E-06,5.58E-06,5.06E-06
1001,4.29E-06,3.95E-06,5.58E-06,5.06E-06
1000,4.29E-06,3.95E-06,5.59E-06,5.07E-06
1001,4.29E-06,3.95E-06,5.59E-06,5.07E-06
1000,4.29E-06,3.95E-06,5.59E-06,5.07E-06
1001,4.29E-06,3.95E-06,5.59E-06,5.08E-06
1000,4.29E-06,3.95E-06,5.59E-06,5.08E-06
1001,4.29E-06,3.95E-06,5.59E-06,5.07E-06
1000,4.29E-06,3.95E-06,5.59E-06,5.08E-06
1001,4.29E-06,3.96E-06,5.59E-06,5.08E-06
1000,4.29E-06,3.95E-06,5.59E-06,5.09E-06
1001,4.29E-06,3.95E-06,5.59E-06,5.09E-06
1000,4.29E-06,3.95E-06,5.59E-06,5.08E-06
1001,4.29E-06,3.96E-06,5.60E-06,5.10E-06
1000,4.29E-06,3.96E-06,5.60E-06,5.09E-06
1001,4.29E-06,3.96E-06,5.60E-06,5.09E-06
1000,4.29E-06,3.96E-06,5.60E-06,5.10E-06
1001,4.29E-06,3.95E-06,5.60E-06,5.09E-06
1000,4.29E-06,3.95E-06,5.60E-06,5.10E-06
1001,4.29E-06,3.96E-06,5.60E-06,5.08E-06
1000,4.29E-06,3.96E-06,5.60E-06,5.10E-06
1001,4.29E-06,3.95E-06,5.60E-06,5.10E-06
1000,4.29E-06,3.95E-06,5.60E-06,5.09E-06
1001,4.29E-06,3.95E-06,5.60E-06,5.11E-06
1000,4.29E-06,3.96E-06,5.60E-06,5.11E-06
1001,4.29E-06,3.95E-06,5.60E-06,5.11E-06
1000,4.29E-06,3.96E-06,5.60E-06,5.13E-06
1001,4.29E-06,3.96E-06,5.60E-06,5.11E-06
1000,4.29E-06,3.96E-06,5.61E-06,5.12E-06
1001,4.29E-06,3.96E-06,5.61E-06,5.13E-06
1000,4.29E-06,3.96E-06,5.61E-06,5.13E-06
1001,4.29E-06,3.96E-06,5.61E-06,5.13E-06
1000,4.29E-06,3.96E-06,5.62E-06,5.13E-06
1001,4.29E-06,3.96E-06,5.62E-06,5.13E-06
1000,4.29E-06,3.96E-06,5.62E-06,5.13E-06
1001,4.29E-06,3.96E-06,5.62E-06,5.15E-06
1000,4.29E-06,3.96E-06,5.62E-06,5.14E-06
1001,4.29E-06,3.96E-06,5.62E-06,5.15E-06
1000,4.29E-06,3.96E-06,5.62E-06,5.14E-06
1001,4.29E-06,3.96E-06,5.62E-06,5.15E-06
1000,4.29E-06,3.96E-06,5.62E-06,5.15E-06
1001,4.29E-06,3.96E-06,5.62E-06,5.15E-06
1000,4.29E-06,3.97E-06,5.63E-06,5.15E-06
1001,4.29E-06,3.96E-06,5.63E-06,5.16E-06
1000,4.29E-06,3.96E-06,5.63E-06,5.16E-06
1001,4.29E-06,3.96E-06,5.63E-06,5.16E-06
1000,4.29E-06,3.96E-06,5.63E-06,5.16E-06
1001,4.29E-06,3.96E-06,5.63E-06,5.16E-06
1000,4.29E-06,3.96E-06,5.63E-06,5.15E-06
1001,4.29E-06,3.96E-06,5.63E-06,5.16E-06
1000,4.29E-06,3.95E-06,5.63E-06,5.16E-06
1001,4.29E-06,3.97E-06,5.63E-06,5.17E-06
1000,4.29E-06,3.96E-06,5.66E-06,5.18E-06
1001,4.29E-06,3.96E-06,5.66E-06,5.16E-06
1000,4.29E-06,3.96E-06,5.66E-06,5.18E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.17E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.18E-06
1001,4.29E-06,3.96E-06,5.66E-06,5.17E-06
1000,4.29E-06,3.96E-06,5.66E-06,5.19E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.19E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.18E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.19E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.18E-06
1000,4.29E-06,3.96E-06,5.66E-06,5.19E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.19E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.19E-06
1001,4.29E-06,3.96E-06,5.66E-06,5.19E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.19E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.18E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.19E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.19E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.21E-06
1000,4.29E-06,3.98E-06,5.66E-06,5.20E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.21E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.21E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.22E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.20E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.21E-06
1000,4.29E-06,3.98E-06,5.66E-06,5.21E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.21E-06
1000,4.29E-06,3.98E-06,5.66E-06,5.21E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.22E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.22E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.23E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.23E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.23E-06
1000,4.29E-06,3.98E-06,5.66E-06,5.25E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.23E-06
1000,4.29E-06,3.98E-06,5.66E-06,5.24E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.25E-06
1000,4.29E-06,3.98E-06,5.66E-06,5.25E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.24E-06
1000,4.29E-06,3.98E-06,5.66E-06,5.24E-06
1001,4.29E-06,3.97E-06,5.66E-06,5.24E-06
1000,4.29E-06,3.96E-06,5.66E-06,5.25E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.25E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.25E-06
1001,4.29E-06,3.98E-06,5.66E-06,5.25E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.27E-06
1001,4.29E-06,3.99E-06,5.66E-06,5.25E-06
1000,4.29E-06,3.97E-06,5.66E-06,5.25E-06
1001,4.29E-06,3.98E-06,5.84E-06,5.25E-06
1000,4.29E-06,3.98E-06,5.84E-06,5.25E-06
1001,4.29E-06,3.98E-06,5.84E-06,5.25E-06
1000,4.29E-06,3.97E-06,5.84E-06,5.27E-06
1001,4.29E-06,3.98E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.98E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.97E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.98E-06,5.84E-06,5.27E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.98E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.98E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.98E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1001,4.29E-06,3.98E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.97E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.97E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.98E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.25E-06
1001,4.29E-06,3.98E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.98E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1001,4.29E-06,3.98E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.98E-06,5.84E-06,5.27E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.28E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.28E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,3.98E-06,5.84E-06,5.27E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.28E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.27E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.28E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.26E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.29E-06
1001,4.29E-06,4.00E-06,5.84E-06,5.26E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.27E-06
1001,4.29E-06,4.00E-06,5.84E-06,5.27E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.27E-06
1001,4.29E-06,4.00E-06,5.84E-06,5.28E-06
1000,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1001,4.29E-06,4.00E-06,5.84E-06,5.27E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.27E-06
1001,4.29E-06,4.00E-06,5.84E-06,5.27E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.29E-06
1001,4.29E-06,4.00E-06,5.84E-06,5.28E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.29E-06
1001,4.29E-06,3.99E-06,5.84E-06,5.27E-06
1000,4.29E-06,4.00E-06,5.84E-06,5.27E-06
1001,4.29E-06,4.00E-06,5.84E-06,5.28E-06
1000,4.29E-06,3.99E-06,5.87E-06,5.28E-06
1001,4.29E-06,4.00E-06,5.87E-06,5.28E-06
1000,4.29E-06,4.00E-06,5.87E-06,5.29E-06
1001,4.29E-06,4.00E-06,5.87E-06,5.29E-06
1000,4.29E-06,4.00E-06,5.87E-06,5.28E-06
1001,4.29E-06,4.00E-06,5.87E-06,5.29E-06
1000,4.29E-06,4.00E-06,5.88E-06,5.29E-06
1001,4.29E-06,4.00E-06,5.88E-06,5.29E-06
1000,4.29E-06,4.01E-06,5.88E-06,5.30E-06
1001,4.29E-06,4.01E-06,5.88E-06,5.28E-06
1000,4.29E-06,4.01E-06,5.88E-06,5.30E-06
1001,4.29E-06,4.00E-06,5.88E-06,5.29E-06
1000,4.29E-06,4.01E-06,5.88E-06,5.29E-06
1001,4.29E-06,4.00E-06,5.88E-06,5.29E-06
1000,4.29E-06,4.01E-06,5.88E-06,5.29E-06
1001,4.29E-06,4.00E-06,5.88E-06,5.29E-06
1000,4.29E-06,4.01E-06,5.88E-06,5.28E-06
1001,4.29E-06,4.01E-06,5.88E-06,5.28E-06
1000,4.29E-06,4.02E-06,5.88E-06,5.28E-06
1001,4.29E-06,4.01E-06,5.88E-06,5.30E-06
1000,4.29E-06,4.01E-06,5.88E-06,5.29E-06
1001,4.29E-06,4.00E-06,5.88E-06,5.29E-06
1000,4.29E-06,4.02E-06,5.88E-06,5.29E-06
1001,4.29E-06,4.01E-06,5.88E-06,5.30E-06
1000,4.29E-06,4.01E-06,5.88E-06,5.29E-06
1001,4.29E-06,4.02E-06,5.88E-06,5.30E-06
1000,4.29E-06,4.02E-06,5.88E-06,5.29E-06
1001,4.29E-06,4.01E-06,5.89E-06,5.30E-06
1000,4.29E-06,4.02E-06,5.89E-06,5.30E-06
1001,4.29E-06,4.02E-06,5.89E-06,5.31E-06
1000,4.29E-06,4.02E-06,5.89E-06,5.31E-06
1001,4.29E-06,4.02E-06,5.89E-06,5.30E-06
1000,4.29E-06,4.01E-06,5.89E-06,5.30E-06
1001,4.29E-06,4.03E-06,5.89E-06,5.32E-06
1000,4.29E-06,4.03E-06,5.89E-06,5.31E-06
1001,4.29E-06,4.02E-06,5.89E-06,5.30E-06
1000,4.29E-06,4.03E-06,5.89E-06,5.30E-06
1001,4.29E-06,4.03E-06,5.89E-06,5.31E-06
1000,4.29E-06,4.03E-06,5.89E-06,5.30E-06
1001,4.29E-06,4.04E-06,5.89E-06,5.29E-06
1000,4.29E-06,4.04E-06,5.89E-06,5.31E-06
1001,4.29E-06,4.04E-06,5.91E-06,5.31E-06
1000,4.29E-06,4.04E-06,5.91E-06,5.31E-06
1001,4.29E-06,4.04E-06,5.91E-06,5.32E-06
1000,4.29E-06,4.04E-06,5.91E-06,5.31E-06
1001,4.29E-06,4.04E-06,5.91E-06,5.30E-06
1000,4.29E-06,4.04E-06,5.91E-06,5.31E-06
1001,4.29E-06,4.04E-06,5.91E-06,5.32E-06
1000,4.29E-06,4.04E-06,5.91E-06,5.32E-06
1001,4.29E-06,4.03E-06,5.91E-06,5.31E-06
1000,4.29E-06,4.03E-06,5.91E-06,5.32E-06
1001,4.29E-06,4.03E-06,5.91E-06,5.31E-06
1000,4.29E-06,4.04E-06,5.91E-06,5.32E-06
1001,4.29E-06,4.04E-06,5.91E-06,5.30E-06
1000,4.29E-06,4.04E-06,5.91E-06,5.32E-06
1001,4.29E-06,4.04E-06,5.91E-06,5.32E-06
1000,4.29E-06,4.04E-06,5.91E-06,5.31E-06
1001,4.29E-06,4.04E-06,5.91E-06,5.32E-06
1000,4.29E-06,4.04E-06,5.91E-06,5.31E-06
1001,4.29E-06,4.05E-06,5.91E-06,5.31E-06
1000,4.29E-06,4.05E-06,5.91E-06,5.32E-06
1001,4.29E-06,4.05E-06,5.91E-06,5.30E-06
1000,4.29E-06,4.05E-06,5.92E-06,5.32E-06
1001,4.29E-06,4.06E-06,5.92E-06,5.32E-06
1000,4.29E-06,4.04E-06,5.92E-06,5.33E-06
1001,4.29E-06,4.05E-06,5.92E-06,5.33E-06
1000,4.29E-06,4.05E-06,5.92E-06,5.32E-06
1001,4.29E-06,4.06E-06,5.92E-06,5.33E-06
1000,4.29E-06,4.06E-06,5.92E-06,5.32E-06
1001,4.29E-06,4.06E-06,5.92E-06,5.32E-06
1000,4.29E-06,4.05E-06,5.92E-06,5.33E-06
1001,4.29E-06,4.05E-06,5.92E-06,5.31E-06
1000,4.29E-06,4.05E-06,5.92E-06,5.33E-06
1001,4.29E-06,4.05E-06,5.92E-06,5.33E-06
1000,4.29E-06,4.05E-06,5.92E-06,5.33E-06
1001,4.29E-06,4.05E-06,5.92E-06,5.32E-06
1000,4.29E-06,4.05E-06,5.92E-06,5.33E-06
1001,4.29E-06,4.06E-06,5.92E-06,5.33E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.33E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.33E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.32E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.33E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.35E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.32E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.33E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.33E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.35E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.33E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.33E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.33E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.35E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.33E-06
1000,4.29E-06,4.05E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.33E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.35E-06
1000,4.29E-06,4.07E-06,5.93E-06,5.33E-06
1001,4.29E-06,4.05E-06,5.93E-06,5.33E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.35E-06
1000,4.29E-06,4.06E-06,5.93E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.93E-06,5.35E-06
1000,4.29E-06,4.05E-06,5.94E-06,5.35E-06
1001,4.29E-06,4.05E-06,5.94E-06,5.35E-06
1000,4.29E-06,4.05E-06,5.94E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.94E-06,5.35E-06
1000,4.29E-06,4.06E-06,5.94E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.94E-06,5.35E-06
1000,4.29E-06,4.06E-06,5.94E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.94E-06,5.35E-06
1000,4.29E-06,4.06E-06,5.94E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.94E-06,5.35E-06
1000,4.29E-06,4.05E-06,5.94E-06,5.34E-06
1001,4.29E-06,4.05E-06,5.94E-06,5.36E-06
1000,4.29E-06,4.06E-06,5.94E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.94E-06,5.36E-06
1000,4.29E-06,4.06E-06,5.94E-06,5.34E-06
1001,4.29E-06,4.06E-06,5.94E-06,5.34E-06
1000,4.29E-06,4.06E-06,5.94E-06,5.36E-06
1001,4.29E-06,4.06E-06,5.95E-06,5.35E-06
1000,4.29E-06,4.06E-06,5.95E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.95E-06,5.35E-06
1000,4.29E-06,4.07E-06,5.95E-06,5.36E-06
1001,4.29E-06,4.06E-06,5.95E-06,5.36E-06
1000,4.29E-06,4.06E-06,5.95E-06,5.36E-06
1001,4.29E-06,4.06E-06,5.95E-06,5.37E-06
1000,4.29E-06,4.06E-06,5.95E-06,5.35E-06
1001,4.29E-06,4.06E-06,5.95E-06,5.37E-06
1000,4.29E-06,4.06E-06,5.95E-06,5.36E-06
1001,4.29E-06,4.07E-06,5.95E-06,5.35E-06
1000,4.29E-06,4.06E-06,5.95E-06,5.36E-06
