1001,3.64E-06,3.24E-06,Decent_Best_run1,Decent_Average_run1
1001,4.35E-06,4.18E-06,6.11E-06,5.76E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.74E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.74E-06
1000,4.35E-06,4.18E-06,6.11E-06,5.74E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.74E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.74E-06
1001,4.35E-06,4.18E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.74E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.74E-06
1000,4.35E-06,4.20E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.18E-06,6.11E-06,5.76E-06
1001,4.35E-06,4.18E-06,6.11E-06,5.74E-06
1000,4.35E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.74E-06
1000,4.35E-06,4.20E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.35E-06,4.20E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.77E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.73E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.77E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.35E-06,4.18E-06,6.11E-06,5.76E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.35E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.35E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.35E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.18E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.75E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.19E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.75E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.22E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.19E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.80E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.22E-06,6.11E-06,5.79E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.22E-06,6.11E-06,5.79E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.79E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.76E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.36E-06,4.20E-06,6.11E-06,5.79E-06
1000,4.36E-06,4.20E-06,6.11E-06,5.79E-06
1001,4.36E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.36E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.36E-06,4.22E-06,6.11E-06,5.77E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.77E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.79E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.77E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.76E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.76E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.76E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.54E-06,4.21E-06,6.11E-06,5.79E-06
1000,4.54E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.21E-06,6.11E-06,5.77E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.21E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.21E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1000,4.72E-06,4.21E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.77E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.80E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.77E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.80E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.80E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.24E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.80E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.80E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.80E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.80E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.78E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.22E-06,6.11E-06,5.79E-06
1000,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1001,4.72E-06,4.23E-06,6.11E-06,5.79E-06
1000,4.72E-06,4.22E-06,6.11E-06,5.78E-06
